"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Participation rate in education and training (last 4 weeks) by sex and labour status"	"trng_lfse_02"	"dataset"	"14.09.2023"	"14.09.2023"	"1992"	"2022"	13207
"                        Participation rate in education and training (last 4 weeks) by sex and educational attainment level"	"trng_lfse_03"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	13137
"                        Participation rate in education and training (last 4 weeks) by NUTS 2 regions"	"trng_lfse_04"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	30434
"                    Participation in education and training (last 4 weeks) - population aged 18+"	"trng_lfs_4w1"	"folder"	" "	" "	" "	" "	
"                        Participation rate in education and training (last 4 weeks) by sex and age"	"trng_lfs_01"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	34527
"                        Participation rate in education and training (last 4 weeks) by sex, age and educational attainment level"	"trng_lfs_02"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	116747
"                        Participation rate in education and training (last 4 weeks) by sex, age and labour status"	"trng_lfs_03"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	142169
"                        Participation rate in education and training (last 4 weeks) by sex, age and citizenship"	"trng_lfs_12"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	111737
"                        Participation rate in education and training (last 4 weeks) by sex, age and country of birth"	"trng_lfs_13"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	104286
"                        Participation rate in education and training (last 4 weeks) by sex, age and degree of urbanisation"	"trng_lfs_14"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	84508
"                    Participation in education and training (last 4 weeks) - employees aged 18+"	"trng_lfs_4w2"	"folder"	" "	" "	" "	" "	
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and occupation"	"trng_lfs_04"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	230857
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and employment contract"	"trng_lfs_05"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	69271
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and full-time/part-time employment"	"trng_lfs_06"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	66217
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and size of the local unit"	"trng_lfs_07"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	135058
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and NACE Rev. 1.1 activity"	"trng_lfs_08a"	"dataset"	"15.02.2023"	"15.02.2023"	"2004"	"2008"	125155
"                        Participation rate of employees in education and training (last 4 weeks) by sex, age and NACE Rev. 2 activity"	"trng_lfs_08b"	"dataset"	"14.09.2023"	"14.09.2023"	"2008"	"2022"	355639
"                    Participation in education and training (last 4 weeks) - population aged 15+, by type of education"	"trng_lfs_4w3"	"folder"	" "	" "	" "	" "	
"                        Participation rate in education and training (last 4 weeks) by type, sex and age"	"trng_lfs_09"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	149247
"                            Participation rate in non-formal education and training (last 4 weeks) by sex and age"	"yth_educ_060"	"table"	"16.02.2024"	"16.02.2024"	"2004"	"2022"	11516
"                        Participation rate in education and training (last 4 weeks) by type, sex, age and educational attainment level"	"trng_lfs_10"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	887813
"                        Participation rate in education and training (last 4 weeks) by type, sex, age and labour status"	"trng_lfs_11"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	1044561
"                        Distribution of participation in formal education and training (last 4 weeks) by education programme, sex and age"	"trng_lfs_15"	"dataset"	"14.09.2023"	"14.09.2023"	"2014"	"2022"	48600
"                    Young people by educational and labour status (incl. neither in employment nor in education and training - NEET)"	"sks_devlf_yp"	"folder"	" "	" "	" "	" "	
"                        Participation rate of young people in education and training by sex, age and labour status (incl. NEET rates)"	"edat_lfse_18"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	155732
"                        Participation rate of young people in formal education by sex, age and labour status"	"edat_lfse_19"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	133583
"                    Language course participation of foreign-born population - labour force survey (2021 module)"	"sks_dev_lfso"	"folder"	" "	" "	" "	" "	
"                        Foreign-born population by participation in a course for the main host country language after migrating, sex, age, country of birth and educational attainment level"	"lfso_21lang04"	"dataset"	"15.02.2023"	"15.02.2023"	"2021"	"2021"	20764
"                        Foreign-born population by reason for not participating in a course for the main host country language after migrating, sex, age, country of birth and educational attainment level"	"lfso_21lang05"	"dataset"	"15.02.2023"	"15.02.2023"	"2021"	"2021"	25961
"                    Population by sex, age and participation in education and training (last 4 weeks) (1 000)"	"lfsa_pgaied"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	193088
"                Participation in education and training - continuing vocational training survey"	"sks_devaes"	"folder"	" "	" "	" "	" "	
"                    Participation in education and training (last 12 months)"	"trng_aes_12m0"	"folder"	" "	" "	" "	" "	
"                        -----"	"trng_aes_12m0_"	"folder"	" "	" "	" "	" "	
"                            Participation rate in job-related non-formal education and training by type and sex"	"trng_aes_120"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	2391
"                            Participation rate in job-related non-formal education and training by type and age"	"trng_aes_121"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	2900
"                            Participation rate in job-related non-formal education and training by type and educational attainment level"	"trng_aes_122"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	4157
"                            Participation rate in job-related non-formal education and training by type and labour status"	"trng_aes_123"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3167
"                            Participation rate in job-related non-formal education and training by type and occupation"	"trng_aes_124"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3922
"                            Participation rate in job-related non-formal education and training by degree of urbanisation"	"trng_aes_125"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3096
"                            Distribution of education and training activities by field (ISCED-F 2013)"	"trng_aes_166"	"dataset"	"08.01.2024"	"03.01.2024"	"2016"	"2022"	9276
"                            Distribution of education and training activities by field (ISCED-F 1999)"	"trng_aes_165"	"dataset"	"27.11.2023"	"03.01.2024"	"2007"	"2011"	3113
"                            Distribution of non-formal education and training activities by provider"	"trng_aes_170"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	1513
"                            Distribution of non-formal education and training activities by type and sex"	"trng_aes_188"	"dataset"	"29.02.2024"	"03.01.2024"	"2007"	"2022"	4457
"                            Distribution of non-formal education and training activities by type and age"	"trng_aes_189"	"dataset"	"29.02.2024"	"03.01.2024"	"2007"	"2022"	5397
"                            Distribution of non-formal education and training activities by type and educational attainment level"	"trng_aes_190"	"dataset"	"29.02.2024"	"03.01.2024"	"2007"	"2022"	7676
"                        Participation rate in education and training by sex"	"trng_aes_100"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	2394
"                        Participation rate in education and training by age"	"trng_aes_101"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	2903
"                        Participation rate in education and training by educational attainment level"	"trng_aes_102"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	4175
"                        Participation rate in education and training by labour status"	"trng_aes_103"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3189
"                        Participation rate in education and training by occupation"	"trng_aes_104"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3956
"                        Participation rate in education and training by degree of urbanisation"	"trng_aes_105"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3101
"                    Participation in informal learning (last 12 months)"	"trng_aes_12m4"	"folder"	" "	" "	" "	" "	
"                        Participation rate in informal learning by learning form and sex"	"trng_aes_200"	"dataset"	"08.01.2024"	"13.11.2023"	"2007"	"2022"	4155
"                        Participation rate in informal learning by learning form and age"	"trng_aes_201"	"dataset"	"16.01.2024"	"13.11.2023"	"2007"	"2022"	4548
"                        Participation rate in informal learning by learning form and educational attainment level"	"trng_aes_202"	"dataset"	"08.01.2024"	"13.11.2023"	"2007"	"2022"	7513
"                        Participation rate in informal learning by learning form and labour status"	"trng_aes_203"	"dataset"	"08.01.2024"	"13.11.2023"	"2007"	"2022"	5536
"                        Participation rate in informal learning by learning form and occupation"	"trng_aes_204"	"dataset"	"08.01.2024"	"13.11.2023"	"2007"	"2022"	6866
"                        Participation rate in informal learning by learning form and degree of urbanisation"	"trng_aes_205"	"dataset"	"08.01.2024"	"13.11.2023"	"2007"	"2022"	5371
"                    Time spent on education and training (last 12 months)"	"trng_aes_12m2"	"folder"	" "	" "	" "	" "	
"                        Mean instruction hours spent by participant in education and training by sex"	"trng_aes_151"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	2382
"                        Mean instruction hours spent by participant in education and training by age"	"trng_aes_147"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	2879
"                        Mean instruction hours spent by participant in education and training by educational attainment level"	"trng_aes_148"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	4157
"                        Mean instruction hours spent by participant in education and training by labour status"	"trng_aes_149"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3170
"                        Mean instruction hours spent by participant in education and training by occupation"	"trng_aes_150"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3928
"                        Mean instruction hours spent by participant in education and training by degree of urbanisation"	"trng_aes_152"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3086
"                        Distribution of instruction hours by field (ISCED-F 2013)"	"trng_aes_174"	"dataset"	"08.01.2024"	"03.01.2024"	"2016"	"2022"	6989
"                        Distribution of instruction hours by field (ISCED-F 1999)"	"trng_aes_173"	"dataset"	"27.11.2023"	"03.01.2024"	"2007"	"2011"	2351
"                    Obstacles to participation in education and training (last 12 months)"	"trng_aes_12m3"	"folder"	" "	" "	" "	" "	
"                        Population by will to participate in education and training"	"trng_aes_175"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	1216
"                        Population not participating in education or training by main reason and sex"	"trng_aes_195"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	3380
"                        Population not participating in education or training by main reason and age"	"trng_aes_196"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	3879
"                        Population not participating in education or training by main reason and educational attainment level"	"trng_aes_197"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	5937
"                        Population wanting to participate in education and training, by reason for not participating and sex"	"trng_aes_176"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	10055
"                        Population wanting to participate in education and training, by reason for not participating and age"	"trng_aes_177"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	10614
"                        Population wanting to participate in education and training, by reason for not participating and educational attainment level"	"trng_aes_178"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	18039
"                        Population wanting to participate in education and training, by main reason for not participating and sex"	"trng_aes_179"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	7446
"                        Population wanting to participate in education and training, by main reason for not participating and age"	"trng_aes_180"	"dataset"	"16.01.2024"	"03.01.2024"	"2007"	"2022"	7692
"                        Population wanting to participate in education and training, by main reason for not participating and educational attainment level"	"trng_aes_181"	"dataset"	"08.01.2024"	"03.01.2024"	"2007"	"2022"	13254
"                        Population not wanting to participate in education and training by main reason and sex"	"trng_aes_192"	"dataset"	"08.01.2024"	"03.01.2024"	"2011"	"2022"	2406
